date,season,home_team,away_team,home_score,away_score,venue
2023-08-20,2023,Orlando Pride,Chicago Stars FC,5,0,Inter&Co Stadium
2023-08-20,2023,San Diego Wave FC,Gotham FC,2,1,Snapdragon Stadium
2023-08-21,2023,Portland Thorns FC,North Carolina Courage,2,1,Providence Park
2023-08-25,2023,Orlando Pride,San Diego Wave FC,1,2,Inter&Co Stadium
2023-08-27,2023,Houston Dash,Kansas City Current,1,1,Shell Energy Stadium
2023-08-27,2023,North Carolina Courage,Chicago Stars FC,1,1,WakeMed Soccer Park
2023-08-27,2023,Washington Spirit,Portland Thorns FC,1,1,Audi Field
2023-08-27,2023,Gotham FC,Racing Louisville FC,0,0,Sports Illustrated Stadium
2023-08-28,2023,Angel City FC,Seattle Reign FC,2,1,BMO Stadium
2023-09-02,2023,Racing Louisville FC,Portland Thorns FC,2,1,Lynn Family Stadium
2023-09-02,2023,Kansas City Current,Angel City FC,0,1,Children's Mercy Park
2023-09-02,2023,North Carolina Courage,Gotham FC,3,3,WakeMed Soccer Park
2023-09-03,2023,Washington Spirit,Chicago Stars FC,0,2,Audi Field
2023-09-03,2023,Seattle Reign FC,Orlando Pride,1,0,Lumen Field
2023-09-04,2023,San Diego Wave FC,Houston Dash,1,0,Snapdragon Stadium
2023-09-15,2023,Racing Louisville FC,Houston Dash,0,1,Lynn Family Stadium
2023-09-16,2023,Gotham FC,Washington Spirit,2,0,Sports Illustrated Stadium
2023-09-17,2023,San Diego Wave FC,Kansas City Current,1,2,Snapdragon Stadium
2023-09-17,2023,Portland Thorns FC,Seattle Reign FC,2,0,Providence Park
2023-09-17,2023,Chicago Stars FC,Angel City FC,2,2,SeatGeek Stadium
2023-09-17,2023,Orlando Pride,North Carolina Courage,2,1,Inter&Co Stadium
2023-09-30,2023,Washington Spirit,Kansas City Current,2,1,Audi Field
2023-10-01,2023,Chicago Stars FC,Racing Louisville FC,1,0,SeatGeek Stadium
2023-10-01,2023,Portland Thorns FC,San Diego Wave FC,0,2,Providence Park
2023-10-01,2023,Gotham FC,Houston Dash,0,2,Sports Illustrated Stadium
2023-10-02,2023,Seattle Reign FC,North Carolina Courage,1,1,Lumen Field
2023-10-03,2023,Angel City FC,Orlando Pride,0,1,BMO Stadium
2023-10-06,2023,Racing Louisville FC,Orlando Pride,3,2,Lynn Family Stadium
2023-10-07,2023,Seattle Reign FC,Washington Spirit,0,0,Lumen Field
2023-10-07,2023,Portland Thorns FC,Gotham FC,1,0,Providence Park
2023-10-07,2023,North Carolina Courage,San Diego Wave FC,0,0,WakeMed Soccer Park
2023-10-08,2023,Kansas City Current,Chicago Stars FC,6,3,Children's Mercy Park
2023-10-08,2023,Houston Dash,Angel City FC,1,2,Shell Energy Stadium
2023-10-15,2023,Angel City FC,Portland Thorns FC,5,1,BMO Stadium
2023-10-15,2023,Chicago Stars FC,Seattle Reign FC,0,3,SeatGeek Stadium
2023-10-15,2023,Gotham FC,Kansas City Current,2,2,Sports Illustrated Stadium
2023-10-15,2023,Orlando Pride,Houston Dash,1,0,Inter&Co Stadium
2023-10-15,2023,San Diego Wave FC,Racing Louisville FC,2,0,Snapdragon Stadium
2023-10-15,2023,Washington Spirit,North Carolina Courage,0,1,Audi Field
2023-10-21,2023,Seattle Reign FC,Angel City FC,1,0,Lumen Field
2023-10-22,2023,North Carolina Courage,Gotham FC,0,2,WakeMed Soccer Park
2023-11-06,2023,San Diego Wave FC,Seattle Reign FC,0,1,Snapdragon Stadium
2023-11-06,2023,Portland Thorns FC,Gotham FC,0,1,Providence Park
2023-11-12,2023,Seattle Reign FC,Gotham FC,1,2,Snapdragon Stadium
2024-03-16,2024,Kansas City Current,Portland Thorns FC,5,4,CPKC Stadium
2024-03-16,2024,Racing Louisville FC,Orlando Pride,2,2,Lynn Family Stadium
2024-03-16,2024,North Carolina Courage,Houston Dash,5,1,WakeMed Soccer Park
2024-03-16,2024,Utah Royals FC,Chicago Stars FC,0,2,America First Field
2024-03-17,2024,Seattle Reign FC,Washington Spirit,1,0,Lumen Field
2024-03-17,2024,Angel City FC,Bay FC,0,1,BMO Stadium
2024-03-23,2024,Orlando Pride,Angel City FC,1,1,Inter&Co Stadium
2024-03-23,2024,Utah Royals FC,North Carolina Courage,2,1,America First Field
2024-03-23,2024,Chicago Stars FC,Seattle Reign FC,2,1,SeatGeek Stadium
2024-03-23,2024,Washington Spirit,Bay FC,2,1,Audi Field
2024-03-24,2024,Houston Dash,Racing Louisville FC,0,0,Shell Energy Stadium
2024-03-24,2024,San Diego Wave FC,Kansas City Current,1,2,Snapdragon Stadium
2024-03-24,2024,Portland Thorns FC,Gotham FC,0,1,Providence Park
2024-03-29,2024,Orlando Pride,Chicago Stars FC,1,1,Inter&Co Stadium
2024-03-30,2024,San Diego Wave FC,Seattle Reign FC,1,0,Snapdragon Stadium
2024-03-30,2024,Kansas City Current,Angel City FC,4,2,CPKC Stadium
2024-03-30,2024,North Carolina Courage,Gotham FC,1,0,WakeMed Soccer Park
2024-03-30,2024,Portland Thorns FC,Racing Louisville FC,2,2,Providence Park
2024-03-31,2024,Bay FC,Houston Dash,2,3,PayPal Park
2024-03-31,2024,Washington Spirit,Utah Royals FC,2,1,Audi Field
2024-04-13,2024,Houston Dash,Washington Spirit,1,3,Shell Energy Stadium
2024-04-13,2024,Utah Royals FC,Orlando Pride,0,1,America First Field
2024-04-13,2024,North Carolina Courage,Portland Thorns FC,2,0,WakeMed Soccer Park
2024-04-13,2024,Racing Louisville FC,San Diego Wave FC,0,0,Lynn Family Stadium
2024-04-14,2024,Chicago Stars FC,Angel City FC,0,1,SeatGeek Stadium
2024-04-14,2024,Gotham FC,Kansas City Current,1,1,Sports Illustrated Stadium
2024-04-15,2024,Bay FC,Seattle Reign FC,3,2,PayPal Park
2024-04-20,2024,Kansas City Current,Bay FC,5,2,CPKC Stadium
2024-04-20,2024,Racing Louisville FC,Utah Royals FC,5,1,Lynn Family Stadium
2024-04-20,2024,Washington Spirit,Gotham FC,2,0,Audi Field
2024-04-20,2024,Orlando Pride,San Diego Wave FC,1,0,Inter&Co Stadium
2024-04-21,2024,Portland Thorns FC,Houston Dash,4,1,Providence Park
2024-04-21,2024,Seattle Reign FC,Chicago Stars FC,1,2,Lumen Field
2024-04-21,2024,Angel City FC,North Carolina Courage,2,1,BMO Stadium
2024-04-26,2024,Washington Spirit,Orlando Pride,2,3,Audi Field
2024-04-27,2024,Angel City FC,Kansas City Current,1,3,BMO Stadium
2024-04-27,2024,North Carolina Courage,Seattle Reign FC,1,0,WakeMed Soccer Park
2024-04-27,2024,Chicago Stars FC,Portland Thorns FC,0,2,SeatGeek Stadium
2024-04-27,2024,Utah Royals FC,Houston Dash,0,0,America First Field
2024-04-28,2024,San Diego Wave FC,Bay FC,2,1,Snapdragon Stadium
2024-04-28,2024,Gotham FC,Racing Louisville FC,1,1,Sports Illustrated Stadium
2024-05-01,2024,Orlando Pride,North Carolina Courage,4,1,Inter&Co Stadium
2024-05-02,2024,Bay FC,Portland Thorns FC,2,3,PayPal Park
2024-05-02,2024,Chicago Stars FC,Washington Spirit,2,4,SeatGeek Stadium
2024-05-04,2024,Utah Royals FC,Angel City FC,1,2,America First Field
2024-05-04,2024,Seattle Reign FC,San Diego Wave FC,2,1,Lumen Field
2024-05-04,2024,Gotham FC,North Carolina Courage,1,0,Sports Illustrated Stadium
2024-05-05,2024,Portland Thorns FC,Washington Spirit,2,1,Providence Park
2024-05-05,2024,Houston Dash,Kansas City Current,1,1,Shell Energy Stadium
2024-05-05,2024,Orlando Pride,Racing Louisville FC,1,0,Inter&Co Stadium
2024-05-06,2024,Bay FC,Chicago Stars FC,1,2,PayPal Park
2024-05-09,2024,Houston Dash,Gotham FC,0,1,Shell Energy Stadium
2024-05-09,2024,San Diego Wave FC,Utah Royals FC,2,0,Snapdragon Stadium
2024-05-09,2024,Seattle Reign FC,Kansas City Current,0,0,Lumen Field
2024-05-11,2024,Racing Louisville FC,Washington Spirit,1,2,Lynn Family Stadium
2024-05-11,2024,Orlando Pride,Bay FC,1,0,Inter&Co Stadium
2024-05-12,2024,Angel City FC,Houston Dash,0,1,BMO Stadium
2024-05-12,2024,Kansas City Current,North Carolina Courage,1,0,CPKC Stadium
2024-05-12,2024,San Diego Wave FC,Gotham FC,1,1,Snapdragon Stadium
2024-05-12,2024,Portland Thorns FC,Seattle Reign FC,4,0,Providence Park
2024-05-12,2024,Chicago Stars FC,Utah Royals FC,3,1,SeatGeek Stadium
2024-05-18,2024,North Carolina Courage,Utah Royals FC,1,0,WakeMed Soccer Park
2024-05-18,2024,Bay FC,San Diego Wave FC,2,1,PayPal Park
2024-05-18,2024,Houston Dash,Portland Thorns FC,0,2,Shell Energy Stadium
2024-05-18,2024,Washington Spirit,Angel City FC,4,2,Audi Field
2024-05-19,2024,Kansas City Current,Racing Louisville FC,3,3,CPKC Stadium
2024-05-19,2024,Gotham FC,Chicago Stars FC,2,1,Sports Illustrated Stadium
2024-05-19,2024,Seattle Reign FC,Orlando Pride,2,3,Lumen Field
2024-05-24,2024,Angel City FC,San Diego Wave FC,0,0,BMO Stadium
2024-05-24,2024,Orlando Pride,Portland Thorns FC,2,1,Inter&Co Stadium
2024-05-24,2024,Washington Spirit,Seattle Reign FC,3,2,Audi Field
2024-05-25,2024,Houston Dash,North Carolina Courage,3,0,Shell Energy Stadium
2024-05-25,2024,Bay FC,Gotham FC,0,2,PayPal Park
2024-05-25,2024,Chicago Stars FC,Racing Louisville FC,0,1,SeatGeek Stadium
2024-05-26,2024,Utah Royals FC,Kansas City Current,0,1,America First Field
2024-06-08,2024,Racing Louisville FC,Houston Dash,2,0,Lynn Family Stadium
2024-06-08,2024,San Diego Wave FC,Orlando Pride,1,1,Snapdragon Stadium
2024-06-08,2024,Gotham FC,Angel City FC,2,1,Sports Illustrated Stadium
2024-06-08,2024,Chicago Stars FC,Bay FC,1,2,Wrigley Field
2024-06-08,2024,Utah Royals FC,Washington Spirit,0,1,America First Field
2024-06-09,2024,Portland Thorns FC,North Carolina Courage,1,0,Providence Park
2024-06-09,2024,Kansas City Current,Seattle Reign FC,5,2,CPKC Stadium
2024-06-15,2024,Kansas City Current,Chicago Stars FC,2,2,CPKC Stadium
2024-06-15,2024,Racing Louisville FC,Gotham FC,0,2,Lynn Family Stadium
2024-06-15,2024,Washington Spirit,San Diego Wave FC,1,1,Audi Field
2024-06-15,2024,North Carolina Courage,Orlando Pride,0,0,WakeMed Soccer Park
2024-06-16,2024,Houston Dash,Angel City FC,0,0,Shell Energy Stadium
2024-06-16,2024,Seattle Reign FC,Portland Thorns FC,0,0,Lumen Field
2024-06-17,2024,Bay FC,Utah Royals FC,0,1,PayPal Park
2024-06-19,2024,Gotham FC,San Diego Wave FC,2,1,Sports Illustrated Stadium
2024-06-20,2024,Angel City FC,Racing Louisville FC,3,2,BMO Stadium
2024-06-22,2024,Orlando Pride,Utah Royals FC,6,0,Inter&Co Stadium
2024-06-22,2024,Houston Dash,San Diego Wave FC,0,0,Shell Energy Stadium
2024-06-23,2024,Bay FC,Angel City FC,1,0,PayPal Park
2024-06-23,2024,Portland Thorns FC,Kansas City Current,1,4,Providence Park
2024-06-23,2024,Gotham FC,Washington Spirit,0,2,Sports Illustrated Stadium
2024-06-23,2024,North Carolina Courage,Chicago Stars FC,3,1,WakeMed Soccer Park
2024-06-23,2024,Seattle Reign FC,Racing Louisville FC,1,1,Lumen Field
2024-06-29,2024,Kansas City Current,Houston Dash,2,0,CPKC Stadium
2024-06-29,2024,San Diego Wave FC,Chicago Stars FC,0,3,Snapdragon Stadium
2024-06-29,2024,Racing Louisville FC,Bay FC,0,1,Lynn Family Stadium
2024-06-29,2024,Washington Spirit,North Carolina Courage,0,1,Audi Field
2024-06-30,2024,Utah Royals FC,Portland Thorns FC,0,0,America First Field
2024-06-30,2024,Gotham FC,Seattle Reign FC,1,1,Sports Illustrated Stadium
2024-06-30,2024,Angel City FC,Orlando Pride,0,3,BMO Stadium
2024-07-06,2024,Kansas City Current,Orlando Pride,1,2,CPKC Stadium
2024-07-06,2024,Chicago Stars FC,Houston Dash,1,0,SeatGeek Stadium
2024-07-06,2024,Portland Thorns FC,San Diego Wave FC,1,0,Providence Park
2024-07-07,2024,Angel City FC,Gotham FC,1,2,BMO Stadium
2024-07-07,2024,Bay FC,Washington Spirit,0,3,PayPal Park
2024-07-07,2024,North Carolina Courage,Racing Louisville FC,3,1,WakeMed Soccer Park
2024-07-07,2024,Seattle Reign FC,Utah Royals FC,1,1,Lumen Field
2024-08-24,2024,Houston Dash,Orlando Pride,0,1,Shell Energy Stadium
2024-08-24,2024,Utah Royals FC,Bay FC,2,1,America First Field
2024-08-24,2024,Gotham FC,Portland Thorns FC,2,0,Sports Illustrated Stadium
2024-08-24,2024,San Diego Wave FC,Angel City FC,1,2,Snapdragon Stadium
2024-08-24,2024,Racing Louisville FC,Chicago Stars FC,3,1,Lynn Family Stadium
2024-08-25,2024,Washington Spirit,Kansas City Current,4,1,Audi Field
2024-08-26,2024,Seattle Reign FC,North Carolina Courage,1,0,Lumen Field
2024-08-31,2024,Portland Thorns FC,Bay FC,1,3,Providence Park
2024-08-31,2024,Racing Louisville FC,Seattle Reign FC,2,3,Lynn Family Stadium
2024-09-01,2024,Orlando Pride,Gotham FC,2,0,Inter&Co Stadium
2024-09-01,2024,Angel City FC,Chicago Stars FC,2,1,BMO Stadium
2024-09-01,2024,North Carolina Courage,Kansas City Current,2,1,WakeMed Soccer Park
2024-09-01,2024,Houston Dash,Utah Royals FC,1,3,Shell Energy Stadium
2024-09-02,2024,San Diego Wave FC,Washington Spirit,1,1,Snapdragon Stadium
2024-09-07,2024,Angel City FC,Seattle Reign FC,2,3,BMO Stadium
2024-09-07,2024,Washington Spirit,Portland Thorns FC,2,1,Audi Field
2024-09-07,2024,Kansas City Current,Utah Royals FC,1,0,CPKC Stadium
2024-09-08,2024,Bay FC,Racing Louisville FC,1,0,PayPal Park
2024-09-08,2024,Gotham FC,Houston Dash,2,1,Sports Illustrated Stadium
2024-09-08,2024,Chicago Stars FC,Orlando Pride,0,1,SeatGeek Stadium
2024-09-09,2024,San Diego Wave FC,North Carolina Courage,1,4,Snapdragon Stadium
2024-09-13,2024,North Carolina Courage,Bay FC,1,1,WakeMed Soccer Park
2024-09-14,2024,Orlando Pride,Kansas City Current,0,0,Inter&Co Stadium
2024-09-14,2024,Portland Thorns FC,Chicago Stars FC,0,1,Providence Park
2024-09-14,2024,Racing Louisville FC,Angel City FC,2,1,Lynn Family Stadium
2024-09-15,2024,Washington Spirit,Houston Dash,3,0,Audi Field
2024-09-15,2024,Utah Royals FC,San Diego Wave FC,1,2,America First Field
2024-09-17,2024,Seattle Reign FC,Gotham FC,0,2,Lumen Field
2024-09-21,2024,Kansas City Current,Washington Spirit,3,0,CPKC Stadium
2024-09-21,2024,Bay FC,Orlando Pride,0,1,PayPal Park
2024-09-21,2024,Racing Louisville FC,North Carolina Courage,2,1,Lynn Family Stadium
2024-09-22,2024,Houston Dash,Seattle Reign FC,1,0,Shell Energy Stadium
2024-09-22,2024,Chicago Stars FC,San Diego Wave FC,1,0,SeatGeek Stadium
2024-09-22,2024,Gotham FC,Utah Royals FC,1,0,Sports Illustrated Stadium
2024-09-24,2024,Angel City FC,Portland Thorns FC,2,2,BMO Stadium
2024-09-28,2024,Angel City FC,Washington Spirit,1,2,BMO Stadium
2024-09-28,2024,Kansas City Current,Gotham FC,1,1,CPKC Stadium
2024-09-28,2024,Utah Royals FC,Racing Louisville FC,1,0,America First Field
2024-09-28,2024,Orlando Pride,Houston Dash,3,1,Inter&Co Stadium
2024-09-29,2024,Chicago Stars FC,North Carolina Courage,1,3,SeatGeek Stadium
2024-09-29,2024,Seattle Reign FC,Bay FC,0,1,Lumen Field
2024-09-29,2024,San Diego Wave FC,Portland Thorns FC,2,0,Snapdragon Stadium
2024-10-05,2024,Houston Dash,Chicago Stars FC,0,2,Shell Energy Stadium
2024-10-05,2024,Seattle Reign FC,Angel City FC,0,1,Lumen Field
2024-10-05,2024,North Carolina Courage,San Diego Wave FC,2,1,WakeMed Soccer Park
2024-10-05,2024,Gotham FC,Bay FC,5,1,Sports Illustrated Stadium
2024-10-05,2024,Racing Louisville FC,Kansas City Current,0,2,Lynn Family Stadium
2024-10-06,2024,Portland Thorns FC,Utah Royals FC,1,2,Providence Park
2024-10-06,2024,Orlando Pride,Washington Spirit,2,0,Inter&Co Stadium
2024-10-12,2024,Portland Thorns FC,Orlando Pride,2,0,Providence Park
2024-10-12,2024,Chicago Stars FC,Gotham FC,0,2,SeatGeek Stadium
2024-10-12,2024,North Carolina Courage,Angel City FC,1,1,WakeMed Soccer Park
2024-10-13,2024,Bay FC,Kansas City Current,0,1,PayPal Park
2024-10-13,2024,Utah Royals FC,Seattle Reign FC,3,0,America First Field
2024-10-13,2024,Washington Spirit,Racing Louisville FC,4,1,Audi Field
2024-10-14,2024,San Diego Wave FC,Houston Dash,0,2,Snapdragon Stadium
2024-10-19,2024,Racing Louisville FC,Portland Thorns FC,1,0,Lynn Family Stadium
2024-10-19,2024,Seattle Reign FC,Houston Dash,2,1,Lumen Field
2024-10-19,2024,Kansas City Current,San Diego Wave FC,4,1,CPKC Stadium
2024-10-20,2024,Bay FC,North Carolina Courage,1,0,PayPal Park
2024-10-20,2024,Gotham FC,Orlando Pride,3,1,Red Bull Arena
2024-10-20,2024,Washington Spirit,Chicago Stars FC,2,0,Audi Field
2024-10-20,2024,Angel City FC,Utah Royals FC,1,1,BMO Stadium
2024-11-02,2024,Utah Royals FC,Gotham FC,1,4,America First Field
2024-11-02,2024,Portland Thorns FC,Angel City FC,3,0,Providence Park
2024-11-02,2024,Orlando Pride,Seattle Reign FC,3,2,Inter&Co Stadium
2024-11-02,2024,North Carolina Courage,Washington Spirit,0,1,WakeMed Soccer Park
2024-11-03,2024,Chicago Stars FC,Kansas City Current,1,3,SeatGeek Stadium
2024-11-03,2024,Houston Dash,Bay FC,2,3,Shell Energy Stadium
2024-11-03,2024,San Diego Wave FC,Racing Louisville FC,3,1,Lynn Family Stadium
2024-11-09,2024,Kansas City Current,North Carolina Courage,1,0,CPKC Stadium
2024-11-09,2024,Orlando Pride,Chicago Stars FC,4,1,Inter&Co Stadium
2024-11-10,2024,Gotham FC,Portland Thorns FC,2,1,Sports Illustrated Stadium
2024-11-10,2024,Washington Spirit,Bay FC,2,1,Audi Field
2024-11-16,2024,Washington Spirit,Gotham FC,1,1,Audi Field
2024-11-17,2024,Orlando Pride,Kansas City Current,3,2,Inter&Co Stadium
2024-11-24,2024,Orlando Pride,Washington Spirit,1,0,CPKC Stadium
2025-03-15,2025,Houston Dash,Washington Spirit,1,2,Shell Energy Stadium
2025-03-15,2025,Orlando Pride,Chicago Stars FC,6,0,Inter&Co Stadium
2025-03-15,2025,Kansas City Current,Portland Thorns FC,3,1,CPKC Stadium
2025-03-15,2025,Utah Royals FC,Bay FC,1,1,America First Field
2025-03-16,2025,Racing Louisville FC,North Carolina Courage,1,1,Lynn Family Stadium
2025-03-16,2025,Seattle Reign FC,Gotham FC,1,1,Lumen Field
2025-03-16,2025,Angel City FC,San Diego Wave FC,1,1,BMO Stadium
2025-03-22,2025,Portland Thorns FC,Angel City FC,1,1,Providence Park
2025-03-22,2025,North Carolina Courage,Seattle Reign FC,1,2,WakeMed Soccer Park
2025-03-22,2025,Washington Spirit,Kansas City Current,0,2,Audi Field
2025-03-23,2025,Gotham FC,Orlando Pride,0,2,Sports Illustrated Stadium
2025-03-23,2025,Chicago Stars FC,Houston Dash,1,2,SeatGeek Stadium
2025-03-23,2025,San Diego Wave FC,Utah Royals FC,3,2,Snapdragon Stadium
2025-03-23,2025,Bay FC,Racing Louisville FC,2,0,PayPal Park
2025-03-29,2025,Houston Dash,Gotham FC,0,0,Shell Energy Stadium
2025-03-29,2025,Washington Spirit,Bay FC,2,0,Audi Field
2025-03-29,2025,Orlando Pride,San Diego Wave FC,2,1,Inter&Co Stadium
2025-03-29,2025,Kansas City Current,Utah Royals FC,3,0,CPKC Stadium
2025-03-30,2025,Portland Thorns FC,North Carolina Courage,0,0,Providence Park
2025-03-30,2025,Chicago Stars FC,Racing Louisville FC,0,1,SeatGeek Stadium
2025-03-31,2025,Angel City FC,Seattle Reign FC,2,1,BMO Stadium
2025-04-12,2025,Utah Royals FC,Portland Thorns FC,0,1,America First Field
2025-04-12,2025,Houston Dash,Angel City FC,1,3,Shell Energy Stadium
2025-04-12,2025,Racing Louisville FC,Washington Spirit,0,2,Lynn Family Stadium
2025-04-12,2025,Seattle Reign FC,Orlando Pride,0,1,Lumen Field
2025-04-13,2025,Gotham FC,North Carolina Courage,3,1,Sports Illustrated Stadium
2025-04-13,2025,Bay FC,Chicago Stars FC,1,2,PayPal Park
2025-04-13,2025,San Diego Wave FC,Kansas City Current,0,2,Snapdragon Stadium
2025-04-19,2025,Utah Royals FC,Chicago Stars FC,1,0,America First Field
2025-04-19,2025,Seattle Reign FC,Portland Thorns FC,1,0,Lumen Field
2025-04-19,2025,Angel City FC,Gotham FC,0,4,BMO Stadium
2025-04-19,2025,Racing Louisville FC,San Diego Wave FC,1,4,Lynn Family Stadium
2025-04-19,2025,Orlando Pride,Washington Spirit,0,1,Inter&Co Stadium
2025-04-19,2025,North Carolina Courage,Bay FC,0,1,WakeMed Soccer Park
2025-04-19,2025,Kansas City Current,Houston Dash,2,0,CPKC Stadium
2025-04-23,2025,Portland Thorns FC,Gotham FC,4,1,Providence Park
2025-04-26,2025,Houston Dash,Utah Royals FC,1,0,Shell Energy Stadium
2025-04-26,2025,Orlando Pride,Angel City FC,3,2,Inter&Co Stadium
2025-04-26,2025,Washington Spirit,Gotham FC,0,3,Audi Field
2025-04-26,2025,North Carolina Courage,Kansas City Current,3,2,WakeMed Soccer Park
2025-04-26,2025,Chicago Stars FC,San Diego Wave FC,0,3,SeatGeek Stadium
2025-04-27,2025,Portland Thorns FC,Racing Louisville FC,3,3,Providence Park
2025-04-27,2025,Bay FC,Seattle Reign FC,1,1,PayPal Park
2025-05-03,2025,Washington Spirit,Angel City FC,3,4,Audi Field
2025-05-03,2025,Houston Dash,Racing Louisville FC,1,2,Shell Energy Stadium
2025-05-03,2025,Seattle Reign FC,Kansas City Current,1,0,Lumen Field
2025-05-03,2025,Portland Thorns FC,Orlando Pride,1,0,Providence Park
2025-05-04,2025,Utah Royals FC,North Carolina Courage,0,2,America First Field
2025-05-04,2025,Gotham FC,Chicago Stars FC,0,0,Sports Illustrated Stadium
2025-05-05,2025,San Diego Wave FC,Bay FC,2,1,Snapdragon Stadium
2025-05-10,2025,Racing Louisville FC,Gotham FC,1,0,Lynn Family Stadium
2025-05-10,2025,Angel City FC,Utah Royals FC,2,0,BMO Stadium
2025-05-10,2025,Chicago Stars FC,Washington Spirit,2,3,SeatGeek Stadium
2025-05-10,2025,North Carolina Courage,Orlando Pride,1,1,WakeMed Soccer Park
2025-05-11,2025,San Diego Wave FC,Portland Thorns FC,1,1,Snapdragon Stadium
2025-05-11,2025,Kansas City Current,Bay FC,4,1,CPKC Stadium
2025-05-12,2025,Seattle Reign FC,Houston Dash,0,1,Lumen Field
2025-05-16,2025,Gotham FC,San Diego Wave FC,0,1,Sports Illustrated Stadium
2025-05-17,2025,North Carolina Courage,Chicago Stars FC,2,0,WakeMed Soccer Park
2025-05-17,2025,Racing Louisville FC,Seattle Reign FC,0,1,Lynn Family Stadium
2025-05-17,2025,Washington Spirit,Utah Royals FC,3,3,Audi Field
2025-05-17,2025,Houston Dash,Portland Thorns FC,1,4,Shell Energy Stadium
2025-05-17,2025,Orlando Pride,Kansas City Current,0,1,Inter&Co Stadium
2025-05-18,2025,Bay FC,Angel City FC,2,0,PayPal Park
2025-05-24,2025,Utah Royals FC,Orlando Pride,1,3,America First Field
2025-05-24,2025,Seattle Reign FC,Washington Spirit,1,2,Lumen Field
2025-05-24,2025,Chicago Stars FC,Kansas City Current,1,3,SeatGeek Stadium
2025-05-25,2025,Houston Dash,Bay FC,2,2,Shell Energy Stadium
2025-05-25,2025,Angel City FC,Racing Louisville FC,2,3,BMO Stadium
2025-05-26,2025,San Diego Wave FC,North Carolina Courage,5,2,Snapdragon Stadium
2025-06-07,2025,Racing Louisville FC,Utah Royals FC,3,2,Lynn Family Stadium
2025-06-07,2025,San Diego Wave FC,Seattle Reign FC,1,2,Snapdragon Stadium
2025-06-07,2025,Gotham FC,Kansas City Current,1,2,Sports Illustrated Stadium
2025-06-07,2025,Orlando Pride,Houston Dash,1,0,Inter&Co Stadium
2025-06-07,2025,Bay FC,Portland Thorns FC,1,0,PayPal Park
2025-06-08,2025,Washington Spirit,North Carolina Courage,3,1,Audi Field
2025-06-08,2025,Angel City FC,Chicago Stars FC,2,2,BMO Stadium
2025-06-14,2025,Houston Dash,San Diego Wave FC,2,3,Shell Energy Stadium
2025-06-14,2025,Utah Royals FC,Gotham FC,0,3,America First Field
2025-06-14,2025,Bay FC,Orlando Pride,0,1,PayPal Park
2025-06-14,2025,Chicago Stars FC,Seattle Reign FC,2,2,Soldier Field
2025-06-14,2025,Kansas City Current,Racing Louisville FC,4,2,CPKC Stadium
2025-06-15,2025,Angel City FC,North Carolina Courage,1,2,BMO Stadium
2025-06-15,2025,Portland Thorns FC,Washington Spirit,2,0,Providence Park
2025-06-21,2025,Kansas City Current,Angel City FC,1,0,CPKC Stadium
2025-06-21,2025,Racing Louisville FC,Orlando Pride,2,0,Lynn Family Stadium
2025-06-21,2025,Utah Royals FC,Seattle Reign FC,1,4,America First Field
2025-06-21,2025,Gotham FC,Bay FC,2,1,Sports Illustrated Stadium
2025-06-21,2025,North Carolina Courage,Houston Dash,2,1,WakeMed Soccer Park
2025-06-22,2025,Portland Thorns FC,Chicago Stars FC,1,0,Providence Park
2025-06-23,2025,San Diego Wave FC,Washington Spirit,0,0,Snapdragon Stadium
2025-08-02,2025,North Carolina Courage,San Diego Wave FC,0,0,WakeMed Soccer Park
2025-08-02,2025,Seattle Reign FC,Angel City FC,2,0,Lumen Field
2025-08-02,2025,Racing Louisville FC,Kansas City Current,0,2,Lynn Family Stadium
2025-08-02,2025,Chicago Stars FC,Gotham FC,1,1,SeatGeek Stadium
2025-08-03,2025,Bay FC,Houston Dash,2,2,PayPal Park
2025-08-03,2025,Washington Spirit,Portland Thorns FC,2,1,Audi Field
2025-08-03,2025,Orlando Pride,Utah Royals FC,1,1,Inter&Co Stadium
2025-08-09,2025,Houston Dash,North Carolina Courage,2,1,Shell Energy Stadium
2025-08-09,2025,Utah Royals FC,Kansas City Current,0,1,America First Field
2025-08-09,2025,Gotham FC,Washington Spirit,0,0,Sports Illustrated Stadium
2025-08-09,2025,Orlando Pride,Racing Louisville FC,1,1,Inter&Co Stadium
2025-08-10,2025,San Diego Wave FC,Angel City FC,1,1,Snapdragon Stadium
2025-08-10,2025,Chicago Stars FC,Bay FC,1,1,SeatGeek Stadium
2025-08-10,2025,Portland Thorns FC,Seattle Reign FC,4,2,Providence Park
2025-08-16,2025,Kansas City Current,Orlando Pride,0,0,CPKC Stadium
